"","a","intercept"
"1",0.127063399864301,0.548267365523439
"2",0.274567150791775,0.417782567019616
"3",0.171560850124412,0.358276476332146
"4",0.130280136649801,0.363055207910131
"5",0.0298606684291396,0.533900512110044
"6",0.166340660013067,0.397660613586718
"7",0.176147716673066,0.446745129247066
"8",0.15046376030243,0.280984615351418
"9",0.0106840226188962,0.55645066651053
"10",-0.0476845723223835,0.559452397250631
"11",0.297045076684069,0.294381888112475
"12",0.153597548354276,0.491785996699759
"13",0.190498525419129,0.462997054829509
"14",0.0802952463169423,0.457873367511786
"15",0.326204591320672,0.255137717368999
"16",0.315207300447301,0.281346742540689
"17",0.083105033275693,0.358288214271257
"18",0.282277826726659,0.339650188941341
"19",0.00703197077680455,0.533765066317353
"20",0.191394435603732,0.513412371320611
"21",0.133895695218008,0.363752971328028
"22",0.171085090296248,0.325328181673817
"23",0.221341168636292,0.425355904616201
"24",-0.192363869003884,0.672050743916088
"25",0.12056147415586,0.418882075382288
"26",0.0862979926135161,0.416786726255507
"27",0.165700534675573,0.489675525896893
"28",0.0501253996136633,0.407561582253416
"29",0.200707518768115,0.29201097171816
"30",-0.0109864137441382,0.514693301192986
"31",0.166031830234022,0.580539678744461
"32",0.239669018247906,0.286908597889415
"33",0.15976310305583,0.385574033033421
"34",0.218971646849059,0.271578955269917
"35",0.188428965025232,0.322804491230915
"36",0.0260427684366348,0.372507254522118
"37",0.169747723731375,0.471026678820342
"38",0.0479543579371924,0.486089363044069
"39",0.105584148928919,0.412494496735123
"40",0.201580394000746,0.486815958779705
"41",-0.0683502550494205,0.589584129169284
"42",-0.0234438243998362,0.57007559425381
"43",0.120489473883724,0.400787114046225
"44",0.0765561441249052,0.480608418990377
"45",0.162865717646126,0.436289780617641
"46",0.224060285482373,0.490677434549587
"47",0.00878270852476391,0.620091729696373
"48",0.0482447013642388,0.50371520898585
"49",0.111586296609945,0.544472638193898
"50",0.287534239475315,0.373799779785702
"51",0.0160375954031704,0.440275092014372
"52",-0.00968689437470936,0.503372108798122
"53",0.224860451433933,0.37836818482721
"54",0.162217791158231,0.472113592216045
"55",0.196993055541193,0.42216998575722
"56",0.0445616816056984,0.577770563270361
"57",0.144389625033069,0.509214209592577
"58",0.262184010298086,0.463997099888772
"59",0.0725352104906528,0.472755906215071
"60",0.0607785441170261,0.443833111496854
"61",0.250446997230265,0.393498159706759
"62",0.209822853819072,0.407840930973047
"63",-0.000754935819760356,0.694676305517502
"64",0.168367992534025,0.435748753050371
"65",0.0536673023540591,0.51549181787857
"66",0.176917268138292,0.305549809007972
"67",0.221553526259305,0.527724201543805
"68",0.155293450379472,0.509561242878033
"69",0.195036056782414,0.569735218291415
"70",0.2513963190598,0.447741212846061
"71",0.0204643444119933,0.604074418156506
"72",0.23587831536966,0.307061024022974
"73",0.17533584536263,0.545822871600733
"74",0.213366261467211,0.290654817979561
"75",0.261176857576209,0.296966279956183
"76",0.0639055738428014,0.47684225114314
"77",0.20519188529967,0.387033374645808
"78",0.0971940254687519,0.473470088977704
"79",0.14350577807682,0.546655237700963
"80",0.21706656187918,0.428823793668149
"81",0.0751525610249676,0.455566206342392
"82",0.0984077137392769,0.486042269836166
"83",0.233233565195132,0.334378282156809
"84",0.110496995219271,0.570594803695631
"85",0.137712244410049,0.5189362761641
"86",0.168065706815299,0.409107351028837
"87",0.225799313232975,0.400426061232982
"88",0.189429679763289,0.430031469759607
"89",0.0538365957820355,0.439802332756723
"90",0.151238283237719,0.432406872402671
"91",0.100898975534285,0.550403419088917
"92",0.0783549294419964,0.525429070795476
"93",0.161468016254943,0.42530030040173
"94",0.233906631528789,0.362061012552812
"95",0.283862604278754,0.380611228218492
"96",0.156874663015718,0.457937301578633
"97",0.00116960352743569,0.451071863408099
"98",0.127149329208404,0.506636689321066
"99",0.302972743808794,0.402167755943571
"100",0.105344326100426,0.402560083217845
