"","a","x","intercept"
"1",0.487935988376822,-0.0742013280913862,0.197961301691009
"2",0.0911324558904757,-0.455175159374481,0.621251002842265
"3",0.164509493338133,0.386485727087141,0.128095614596456
"4",0.186183953149919,0.195597944004341,0.197285207824346
"5",0.00519041127073324,0.835680211123782,-0.0852778021172009
"6",0.211206218297227,0.165099243599473,0.250021331920392
"7",0.0136325143136462,0.930570841411705,0.0081348318547064
"8",0.295776847406438,0.18558120798057,0.16448497249173
"9",0.357667774686461,0.0985075093506616,0.250695090080734
"10",0.0176475463499653,0.40609861982122,0.139604611051587
"11",0.443824658749093,-0.120912767297104,0.318321944102597
"12",0.176959455926194,0.649139610151842,0.183550478882748
"13",0.204424264603273,0.279482324301366,0.324312374301717
"14",0.51803360931178,0.052446852476444,4.38854183572088e-18
"15",0.269923757350333,-0.0611814757743684,0.276376668164641
"16",0.216754518509493,0.354774412137335,0.0801892883854813
"17",-0.230249175818794,0.57278388991397,0.10508843006444
"18",-0.211336740241401,1.0270792117317,0.253382520967584
"19",-0.363157842324213,0.167035147350311,0.58420116806336
"20",-0.210449277855271,0.637296508646725,0.132613996929073
"21",0.0396660564598486,0.645068280163157,0.0842487784431478
"22",0.0595261078170312,0.0287863289389939,0.371232304708075
"23",0.239998823501806,-0.176487855340578,0.45876541802329
"24",0.164916491149258,0.230688979588351,0.240732455855694
"25",0.245893448460686,0.64122114159236,-0.0416349128643962
"26",0.287138133893742,0.187441089536128,0.0027367453327477
"27",0.37427248597117,-0.158795802049254,0.337532774021769
"28",-0.126381217072456,-0.0773902273252773,0.541149178389885
"29",0.323103926420645,0.579986750615435,0.0181475265369265
"30",0.608502229429994,0.129344429558242,0.203090883489326
"31",0.119979236784705,0.674111839009761,0.0888698696906792
"32",0.05291622695627,0.572404769531048,0.341168530122922
"33",-0.204470167185416,0.813848828492447,0.189829099434791
"34",0.231364372880374,0.212827464846202,0.417604115268991
"35",-0.253196358545832,0.243708261446139,0.625904527871638
"36",-0.286938848010547,0.952079668030685,0.165381453415762
"37",0.335258755305948,-0.0311862216087227,0.374878970013812
"38",0.161371962679269,-0.105587428715992,0.574256504259799
"39",0.0449302628099809,0.252581244242332,0.264047654135934
"40",0.184224242973637,0.432648107415679,0.248993266248095
"41",0.08859411095109,0.468632775320528,0.221643257334167
"42",0.279252094903265,0.256359070311823,0.0463073435722536
"43",-0.322414182044606,1.15185019142821,0.0989887143165608
"44",0.198742385082939,0.0486467030177607,0.12614614863183
"45",0.271371827348721,0.464784311231722,0.183389688461605
"46",0.0264641761269846,0.796823730557604,0.160237868242324
"47",0.533462474309113,-0.219975768802008,0.441066280876671
"48",0.017477737104129,0.476985747939769,0.136739169997684
"49",-0.0920194268129657,0.783276114519939,0.181655728245688
"50",0.0303662319715836,-0.470205154739027,0.740039394552006
"51",0.56561242076684,0.109229044716404,0.0228609056035324
"52",0.151933639590852,-0.184143597859393,0.552526764733372
"53",0.0183316977293201,0.560938664341816,0.172840085469395
"54",0.575089540052654,-0.272616513920869,0.46458020539458
"55",0.13611920885591,0.308459740648679,0.174292768625605
"56",-0.199310191548604,0.735247400923424,0.118904577107016
"57",0.170603115814078,0.607406105467564,0.127719590656032
"58",0.235145011913431,0.207497897465082,0.281620684674849
"59",0.262653661368944,0.305960767830766,0.156844440208539
"60",0.367046192579298,-0.168881587473531,0.432600524513559
"61",0.338794876420356,0.557352757638511,0.0491117609538439
