"","a","x","intercept"
"1",-0.13020665173779,0.967396962401155,0.170384247758342
"2",-0.0473621885535624,0.799946039148338,0.199880215979077
"3",-0.0571753729920671,0.822247603593599,0.174308484597347
"4",-0.0158523210373068,0.864069959758851,0.135997074293528
"5",-0.0652086101315064,0.803336705120845,0.176220432660862
"6",-0.0337300897236879,0.816063943443087,0.0963787284437379
"7",-0.0855914226637323,0.705137391662392,0.133679117190991
"8",-0.0123636720503847,1.02539710913974,0.0145417681137009
"9",-0.0763733985016237,0.841743441360913,0.0911406328235058
"10",-0.0588142527974085,0.807311698765543,0.0580219837370129
"11",-0.0380281771864201,0.893965250623449,0.0808446933222888
"12",-0.020717637533171,1.09338623483674,-0.0810772531163293
"13",-0.0538296193924621,0.815168423845275,0.153876934688657
"14",0.00597430797991433,0.807960783695511,0.158699493047511
"15",-0.0339807957430388,0.896016862288986,-0.0906558707932097
"16",-0.0308072638953308,0.820211790982382,0.0692887911187586
"17",-0.0616076439114275,0.906292671988965,0.0677613523313755
"18",-0.0893069446431026,0.837759309167801,0.230366018979242
"19",0.0646998242037737,1.1206781106598,-0.243597494766763
"20",-0.100967380980524,0.852728044530308,0.222125687306326
"21",-0.0249537881954519,0.774182322742083,0.0230963056631023
"22",-0.0245372739613649,0.708455311261038,0.131927997813301
"23",-0.00381811532849143,0.964644610252888,-0.101585350925242
"24",-0.123264455782068,1.13522366535107,0.0254839573551739
"25",-0.0291818975583107,0.859412879813148,0.154654907364487
"26",-0.0886981905708371,0.80107241939969,0.228710942636911
"27",-0.018964988555624,0.670335136018453,0.27216781493815
"28",-0.0014423981060276,0.940733814522315,0.0513608836436657
"29",-0.110126526921259,0.818809638488171,0.130477115764119
"30",-0.0627872226268443,0.898333771366286,0.0775635313779356
"31",-0.052090536217733,0.908707109614668,-0.0389677523162653
"32",-0.0202681240812223,0.782557553367619,0.225369969697434
"33",0.00580327694112356,0.932100229533069,0.0143793075247777
"34",0.0218814513670652,0.955362983031814,0.0190333633023527
"35",-0.105008123081555,0.847991645590319,0.0874766989114936
"36",-0.0114658816226826,1.04445345828162,-0.0770918235071747
"37",-0.0874728514704306,0.852940757169751,0.0592433025041288
"38",-0.111562454623738,1.01107628918336,-0.036780611489892
"39",-0.0480114406201829,0.971667022080293,-0.0113591806985862
"40",-0.0228928555769428,0.990562578350898,-0.0116946229597727
"41",-0.0365620625273132,0.892294512273772,0.0622358170772608
"42",-0.0655258164283757,0.916488093650538,0.105929732121426
"43",0.0208244531095094,0.928805099956593,-0.0846760967926423
"44",-0.0810329549993705,0.879369796110132,0.120466958140463
"45",-0.029884894236227,0.797252368636835,0.152870898909642
"46",0.000552537618374142,0.851841693748839,0.072507247505822
"47",-0.015584520666248,0.950090374794133,-0.000426685952227341
"48",-0.0237029622383681,0.80533511276282,0.0321943240487917
"49",-0.0906745833516752,0.907335081136467,0.139533353892017
"50",-0.0446987943546814,0.859674991609981,0.136671145975118
"51",-0.0640831218235768,0.871491786777887,0.253002496242774
"52",-0.0168343936528742,1.07225518526229,-0.119936849502943
"53",-0.0863171806359808,1.03055090528051,-0.100232374906131
"54",-0.0805361451855058,0.922605352278921,0.18820201205872
"55",-0.0335078710233534,0.884938625930989,0.150726946830661
"56",-0.0403982073663797,0.790847753981166,0.115536016413081
"57",0.022375050490248,0.777039204500128,0.0641423325462307
"58",-0.0241513919162171,0.817958926950341,0.0632195676942048
"59",-0.0574771286611266,0.979351985792945,0.116238563122184
"60",0.0273592728830945,0.855898408522288,0.0202426827881103
"61",0.0295671963767652,0.933794602420109,0.0207671634484498
"62",-0.0524244026660759,1.02693622441675,-0.0554230564007198
"63",-0.0325294260427957,0.848748048820677,0.104073446317944
"64",-0.0217438889176162,0.745612430966688,0.10255734730017
"65",-0.026181212079,0.955353682448085,0.0296280954043364
"66",-0.0409402513490888,0.950112788637987,0.0361353295592986
"67",-0.0323523396460868,0.998296833416072,-0.126311646548169
"68",-0.0189491435693871,1.01086294033927,-0.0801528050022016
"69",-0.0325560000803227,1.0346893774946,-0.0464425508484917
"70",-0.069278408148426,1.07258832843019,0.0220844593804115
"71",-0.112970679844815,1.05077938136949,-0.174184332543193
"72",-0.0698376021804584,0.85752936075839,0.138874995820396
"73",-0.0492256042745729,0.759278062938796,0.124801695436734
"74",-0.0694865333763616,0.889396077133782,0.053265165155097
"75",-0.068562029005249,0.935661422320466,0.0568632330614268
"76",0.0246747693495864,1.04245285156658,-0.134896226460192
"77",-0.106247381563355,0.897141131358834,0.128407085312036
"78",-0.0376118207091012,0.810929726301014,0.0777411740288398
"79",0.015845369916955,0.948344868603286,-0.119486122189057
