"","a","intercept"
"1",0.236718772278008,0.300918457359506
"2",0.221211522344098,0.399321912438424
"3",0.236744388706497,0.351265442191718
"4",0.172952253649314,0.514910730720675
"5",0.223012885091652,0.523001254710909
"6",0.138947838202901,0.440192084215497
"7",0.198123390026946,0.387873658266793
"8",0.179547420865623,0.436948646507518
"9",0.252080220528815,0.397518576334691
"10",0.266172021230514,0.500628191223129
"11",0.172508635796498,0.468421647410506
"12",0.263842506766024,0.396750591914987
"13",0.174711198771805,0.470641674182337
"14",0.269493619637526,0.311988077045262
"15",0.201081876617638,0.484591013858433
"16",0.239264447236949,0.435135180813707
"17",0.252040223432709,0.495613023991443
"18",0.151034992634757,0.407758412250933
"19",0.14244356944589,0.609956645946428
"20",0.261014548467603,0.276332376150407
"21",0.191408061653238,0.51688533559267
"22",0.141134288027709,0.588305035365521
"23",0.173981827889569,0.573237934313757
"24",0.2271144332876,0.384048670230819
"25",0.190155258368787,0.443411521120133
"26",0.25373104778724,0.368378122665361
"27",0.337083406561482,0.333232230290103
"28",0.157229780782897,0.492746479625395
"29",0.280239931369063,0.396344571779084
"30",0.18639661337474,0.434187291979585
"31",0.274137658672794,0.492326428660945
"32",0.231298386746371,0.449688428267651
"33",0.253186930488413,0.470440879981979
"34",0.220917946239744,0.405740745852744
"35",0.34750580783083,0.441437042712447
"36",0.145236447887292,0.535814409783039
"37",0.252469173347681,0.509168073192721
"38",0.215604518623243,0.465848765704633
"39",0.299935436120694,0.348430020270087
"40",0.222594582076471,0.393297738916651
"41",0.203433754558222,0.372602427702255
"42",0.206060671808976,0.466967256942827
"43",0.208172872766174,0.46476715325471
"44",0.125680705415308,0.460540632543111
"45",0.257960328132965,0.408818495782732
"46",0.166733574644836,0.458952469627221
"47",0.19056565747597,0.493302937223013
"48",0.225023757849813,0.469274145960264
"49",0.197421508915175,0.305281248506605
"50",0.175101661296793,0.424656242139459
"51",0.192728976783545,0.386226346868615
"52",0.190323228574901,0.424110126884839
"53",0.205977803768847,0.536521325911537
"54",0.319041254909029,0.341895324616806
"55",0.26740593583657,0.44551400104963
"56",0.225767724140642,0.456220320709262
"57",0.126608341219917,0.459553023276735
"58",0.147424460755006,0.421942948773661
"59",0.165208861769879,0.350504378921007
"60",0.162391493675331,0.449085419904767
"61",0.130595280338995,0.525170068908425
"62",0.103919642568207,0.518600001163236
"63",0.331758458298763,0.384209650852334
"64",0.260122170558726,0.386143616849998
"65",0.188085833699322,0.468623307628115
"66",0.144134607517631,0.520084883920896
"67",0.20850896645508,0.525779706765327
"68",0.0947627301062907,0.604045926154841
"69",0.177847261072605,0.485809247720386
"70",0.28348744548247,0.368483859236811
"71",0.293239566468577,0.533861369425515
"72",0.295951429061995,0.383166886228936
"73",0.249320267415932,0.453232120509273
"74",0.235526552225157,0.549119759314767
"75",0.248476874171226,0.426821379145187
"76",0.0789887284895817,0.54701492515291
"77",0.18624021991941,0.339626307670867
"78",0.194854697150474,0.381776891652344
"79",0.203148317627252,0.54368465713947
"80",0.178850420256146,0.490813683789825
"81",0.0977574130011589,0.565961368169244
"82",0.265878092194006,0.404547918093147
"83",0.28823884178544,0.399246224799546
"84",0.173002697515155,0.497817308996869
"85",0.260146760919276,0.46466480031371
"86",0.13982403346163,0.428521825678712
"87",0.206101927848636,0.349835548631361
"88",0.299649363120107,0.330787112525971
"89",0.224601820082988,0.566038058864972
"90",0.250341546925994,0.407016929257809
"91",0.234961938181206,0.384164672242679
"92",0.287392653658538,0.323909958083894
"93",0.164565327458421,0.495395972969243
"94",0.208140088289803,0.443310123931165
"95",0.191131842897624,0.563829524911896
"96",0.214649111548699,0.476134736778297
"97",0.288120771777959,0.430466185199653
"98",0.246076329772774,0.50057045062567
"99",0.249132536671772,0.343867521046478
"100",0.167268903760997,0.551570173522104
"101",0.144732872913137,0.449887164086878
"102",0.0804600649267742,0.444964818085856
"103",0.286723238302705,0.380093833476972
"104",0.21483083311783,0.542539146330789
"105",0.264069011909019,0.403462589695151
"106",0.164995719444626,0.392532281507824
"107",0.241244840847943,0.416501688672421
"108",0.119322377498767,0.406821170597005
"109",0.232161171857919,0.359388322908438
"110",0.245890879143662,0.495736930381944
"111",0.133153963215067,0.306491329545267
"112",0.193092645693041,0.471792453658221
"113",0.19082054267435,0.589496998631185
"114",0.22144182805125,0.523253066463558
"115",0.223461377154103,0.499046300034052
"116",0.225318483439571,0.384459606059294
"117",0.212125278380501,0.496552865504848
"118",0.274246911834455,0.396538512309097
"119",0.198720017823344,0.62026223908356
"120",0.252758176160273,0.378518787164544
"121",0.30640550825391,0.360168788919269
"122",0.172732013564643,0.305698955850132
"123",0.131301437659195,0.559733150028102
"124",0.182947757832497,0.412839373193289
"125",0.182169552288052,0.515962787278405
"126",0.15918552696299,0.329675597954701
"127",0.235362795938705,0.374246831854191
"128",0.133988986840571,0.4335348163178
"129",0.2810682830873,0.42363458436501
"130",0.191875316122994,0.3521597363398
"131",0.246401722360661,0.426793008645292
"132",0.172335473797865,0.455759951499526
"133",0.163691139720838,0.501831879906893
"134",0.183865577934845,0.497432165591284
"135",0.205469349972849,0.463055633276323
"136",0.175704554098883,0.442646969064305
"137",0.29224149034845,0.247792625472171
"138",0.204968088962024,0.432266911734338
"139",0.174621356984424,0.502293800585605
"140",0.312038525098077,0.342457312101945
"141",0.26071498696983,0.357258061303297
"142",0.198237209434293,0.409882309532954
"143",0.231983679322958,0.395115534098866
"144",0.168121007971097,0.539204756063491
"145",0.108387776905297,0.355842673787137
"146",0.203452787387214,0.368915873012303
"147",0.247489577011525,0.474667082057415
"148",0.252407806742697,0.435203755404685
"149",0.0916919396520062,0.60310804982772
"150",0.140835334616287,0.477869922770731
"151",0.229770465035716,0.369799167779853
"152",0.249742418492117,0.47593127018431
"153",0.328699846034435,0.339960870864952
"154",0.142310462623611,0.493203131295231
"155",0.186838411774483,0.559503392886877
"156",0.215736059692559,0.490002151866249
"157",0.176136968357388,0.442275249636468
"158",0.171166658868829,0.451086155170077
"159",0.268192052972742,0.395431688757957
"160",0.237917749498039,0.422494498267113
"161",0.231439899141258,0.431192685559698
"162",0.226422855985312,0.308360117717358
"163",0.19172208932232,0.519027378180497
"164",0.137554792035306,0.485422517593365
"165",0.201854932307638,0.43195788200812
"166",0.185477012960665,0.568985514627437
"167",0.386588817968874,0.315372289049529
"168",0.382113889444798,0.367883958826863
"169",0.174700157592464,0.421300959221462
"170",0.241051220281413,0.506073236815577
"171",0.225046697934935,0.475499048542307
"172",0.176839098171228,0.48060514315912
"173",0.174523695421467,0.374215132798052
"174",0.248564771551525,0.476359265148442
"175",0.289191613883801,0.456504675317716
"176",0.275233084289962,0.456294801426792
"177",0.141586327622151,0.58952345593282
"178",0.338131207987436,0.480877206795573
"179",0.238535448877007,0.429403642873918
"180",0.186382006093806,0.495054971331441
"181",0.32742763836634,0.37981819380932
"182",0.309213326123957,0.403725054922585
"183",0.125634811557478,0.520440845888374
"184",0.137862166527395,0.490073224862345
"185",0.191030028252242,0.602751901648977
"186",0.198495901924258,0.430453111564137
"187",0.210317225107227,0.435353678087726
"188",0.311270713544567,0.418675072903244
"189",0.281617544832741,0.380610989746909
"190",0.244486502052504,0.445875929849826
"191",0.216535484166672,0.544070803337444
"192",0.341767260042997,0.426664740994988
"193",0.164561515291315,0.306556574028487
"194",0.182782761389345,0.44439595847093
"195",0.22022136757341,0.447862154737587
"196",0.195796349888539,0.457111017292159
"197",0.216445591561085,0.428074563400435
"198",0.150373907612257,0.301976215200541
"199",0.301411897369713,0.355016551791291
"200",0.155307523982358,0.288550738820809
